train_ID,train_type,starting_s,starting_s_ID,from_s,from_s_ID,to_s,to_s_ID,from_s_time,to_s_time,travel_time,boarding_passg at departure station,deboarding_passg at departure station,passg_number in the train,deboarding_passg at arrival station,number_passg at the arrival station,from_s_lat,from_s_long,to_s_lat,to_s_long
2222,IC,Aachen Hbf,8000001,Aachen Hbf,8000001,Herzogenrath,8002806,07:07:00,07:23:00,0 days 00:16:00.000000000,23,0,23,0,23,50.768094,6.0908760000000015,50.86499179999999,6.091241
2222,IC,Aachen Hbf,8000001,Herzogenrath,8002806,Geilenkirchen,8002206,07:23:00,07:31:00,0 days 00:08:00.000000000,6,0,29,0,29,50.86499179999999,6.091241,50.967168,6.117458400000032
2222,IC,Aachen Hbf,8000001,Geilenkirchen,8002206,Rheydt Hbf,8000318,07:31:00,07:48:00,0 days 00:17:00.000000000,6,0,35,0,35,50.967168,6.117458400000032,51.163072,6.440359
2222,IC,Aachen Hbf,8000001,Rheydt Hbf,8000318,Mönchengladbach Hbf,8000253,07:48:00,07:55:00,0 days 00:07:00.000000000,10,0,45,0,45,51.163072,6.440359,51.196611,6.445986
2222,IC,Aachen Hbf,8000001,Mönchengladbach Hbf,8000253,Viersen,8000174,07:55:00,08:03:00,0 days 00:08:00.000000000,19,0,64,0,64,51.196611,6.445986,51.2554987,6.3965235
2222,IC,Aachen Hbf,8000001,Viersen,8000174,Krefeld Hbf,8000211,08:03:00,08:16:00,0 days 00:13:00.000000000,8,0,72,0,72,51.2554987,6.3965235,51.325997,6.5696179999999975
2222,IC,Aachen Hbf,8000001,Krefeld Hbf,8000211,Duisburg Hbf,8000086,08:16:00,08:31:00,0 days 00:15:00.000000000,23,0,95,0,95,51.325997,6.5696179999999975,51.429554,6.777097
2222,IC,Aachen Hbf,8000001,Duisburg Hbf,8000086,Mülheim(Ruhr)Hbf,8000259,08:31:00,08:39:00,0 days 00:08:00.000000000,20,0,115,0,115,51.429554,6.777097,51.431041,6.8862619999999986
2222,IC,Aachen Hbf,8000001,Mülheim(Ruhr)Hbf,8000259,Essen Hbf,8000098,08:39:00,08:45:00,0 days 00:06:00.000000000,3,0,118,1,117,51.431041,6.8862619999999986,51.45041,7.012874000000001
2222,IC,Aachen Hbf,8000001,Essen Hbf,8000098,Bochum Hbf,8000041,08:47:00,08:57:00,0 days 00:10:00.000000000,17,1,134,0,134,51.45041,7.012874000000001,51.479416,7.223349000000002
2222,IC,Aachen Hbf,8000001,Bochum Hbf,8000041,Dortmund Hbf,8000080,08:57:00,09:09:00,0 days 00:12:00.000000000,16,0,150,4,146,51.479416,7.223349000000002,51.517251,7.459178
2222,IC,Aachen Hbf,8000001,Dortmund Hbf,8000080,Hamm(Westf),8000149,09:12:00,09:32:00,0 days 00:20:00.000000000,45,4,191,2,189,51.517251,7.459178,51.6738583,7.815981599999987
2222,IC,Aachen Hbf,8000001,Hamm(Westf),8000149,Gütersloh Hbf,8002461,09:34:00,09:55:00,0 days 00:21:00.000000000,8,2,197,0,197,51.6738583,7.815981599999987,51.907157,8.384633000000001
2222,IC,Aachen Hbf,8000001,Gütersloh Hbf,8002461,Bielefeld Hbf,8000036,09:55:00,10:04:00,0 days 00:09:00.000000000,5,0,202,1,201,51.907157,8.384633000000001,52.028886,8.533794
2222,IC,Aachen Hbf,8000001,Bielefeld Hbf,8000036,Herford,8000162,10:06:00,10:13:00,0 days 00:07:00.000000000,31,1,232,2,230,52.028886,8.533794,52.117831,8.6794
2222,IC,Aachen Hbf,8000001,Herford,8000162,Hannover Hbf,8000152,10:15:00,11:01:00,0 days 00:46:00.000000000,17,2,247,12,235,52.117831,8.6794,52.37498400000001,9.738815
2222,IC,Aachen Hbf,8000001,Hannover Hbf,8000152,Wolfsburg Hbf,8006552,11:04:00,11:36:00,0 days 00:32:00.000000000,53,12,288,9,279,52.37498400000001,9.738815,52.429644,10.767501
2222,IC,Aachen Hbf,8000001,Wolfsburg Hbf,8006552,Berlin-Spandau,8010404,11:36:00,12:39:00,0 days 01:03:00.000000000,0,9,279,22,257,52.429644,10.767501,52.535188,13.200296
2222,IC,Aachen Hbf,8000001,Berlin-Spandau,8010404,Berlin Hbf (tief),8098160,12:39:00,12:49:00,0 days 00:10:00.000000000,0,22,257,178,79,52.535188,13.200296,52.525084,13.369402
2222,IC,Aachen Hbf,8000001,Berlin Hbf (tief),8098160,Berlin Südkreuz,8011113,12:49:00,12:59:00,0 days 00:10:00.000000000,0,178,79,14,65,52.525084,13.369402,52.475619,13.365568
11,IXB,Bruxelles-Midi,8800004,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,06:25:00,06:33:00,0 days 00:08:00.000000000,41,0,41,0,41,50.836441,4.334788,50.860526,4.3617870000000005
11,IXB,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,Liege-Guillemins,8800012,06:33:00,07:12:00,0 days 00:39:00.000000000,12,0,53,0,53,50.860526,4.3617870000000005,50.622959,5.571599
11,IXB,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,Aachen Hbf,8000001,07:12:00,07:37:00,0 days 00:25:00.000000000,12,0,65,1,64,50.622959,5.571599,50.768094,6.0908760000000015
11,IXB,Bruxelles-Midi,8800004,Aachen Hbf,8000001,Köln Hbf,8000207,07:40:00,08:15:00,0 days 00:35:00.000000000,23,1,87,23,64,50.768094,6.0908760000000015,50.94321400000001,6.958602000000001
11,IXB,Bruxelles-Midi,8800004,Köln Hbf,8000207,F-Flughafen Fernbf.,8070003,08:27:00,09:16:00,0 days 00:49:00.000000000,31,23,95,13,82,50.94321400000001,6.958602000000001,50.052885,8.569869
11,IXB,Bruxelles-Midi,8800004,F-Flughafen Fernbf.,8070003,Frankfurt(Main)Hbf,8000105,09:16:00,09:30:00,0 days 00:14:00.000000000,0,13,82,26,56,50.052885,8.569869,50.106529,8.662162
13,IXB,Bruxelles-Midi,8800004,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,08:24:00,09:14:00,0 days 00:50:00.000000000,130,0,130,0,130,50.836441,4.334788,50.622959,5.571599
13,IXB,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,Aachen Hbf,8000001,09:14:00,09:36:00,0 days 00:22:00.000000000,28,0,158,15,143,50.622959,5.571599,50.768094,6.0908760000000015
13,IXB,Bruxelles-Midi,8800004,Aachen Hbf,8000001,Köln Hbf,8000207,09:39:00,10:15:00,0 days 00:36:00.000000000,53,15,196,69,127,50.768094,6.0908760000000015,50.94321400000001,6.958602000000001
13,IXB,Bruxelles-Midi,8800004,Köln Hbf,8000207,F-Flughafen Fernbf.,8070003,10:26:00,11:16:00,0 days 00:50:00.000000000,71,69,198,40,158,50.94321400000001,6.958602000000001,50.052885,8.569869
13,IXB,Bruxelles-Midi,8800004,F-Flughafen Fernbf.,8070003,Frankfurt(Main)Hbf,8000105,11:16:00,11:30:00,0 days 00:14:00.000000000,0,40,158,58,100,50.052885,8.569869,50.106529,8.662162
15,IXB,Bruxelles-Midi,8800004,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,10:25:00,10:34:00,0 days 00:09:00.000000000,236,0,236,0,236,50.836441,4.334788,50.860526,4.3617870000000005
15,IXB,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,Liege-Guillemins,8800012,10:34:00,11:14:00,0 days 00:40:00.000000000,54,0,290,0,290,50.860526,4.3617870000000005,50.622959,5.571599
15,IXB,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,Aachen Hbf,8000001,11:14:00,11:36:00,0 days 00:22:00.000000000,18,0,308,17,291,50.622959,5.571599,50.768094,6.0908760000000015
15,IXB,Bruxelles-Midi,8800004,Aachen Hbf,8000001,Köln Hbf,8000207,11:39:00,12:15:00,0 days 00:36:00.000000000,36,17,327,70,257,50.768094,6.0908760000000015,50.94321400000001,6.958602000000001
15,IXB,Bruxelles-Midi,8800004,Köln Hbf,8000207,Köln/Bonn Flughafen,8003330,12:18:00,12:29:00,0 days 00:11:00.000000000,47,70,304,3,301,50.94321400000001,6.958602000000001,50.8707168,7.140734399999928
15,IXB,Bruxelles-Midi,8800004,Köln/Bonn Flughafen,8003330,F-Flughafen Fernbf.,8070003,12:31:00,13:16:00,0 days 00:45:00.000000000,9,3,310,26,284,50.8707168,7.140734399999928,50.052885,8.569869
15,IXB,Bruxelles-Midi,8800004,F-Flughafen Fernbf.,8070003,Frankfurt(Main)Hbf,8000105,13:16:00,13:30:00,0 days 00:14:00.000000000,0,26,284,95,189,50.052885,8.569869,50.106529,8.662162
17,IXB,Bruxelles-Midi,8800004,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,14:25:00,14:34:00,0 days 00:09:00.000000000,160,0,160,0,160,50.836441,4.334788,50.860526,4.3617870000000005
17,IXB,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,Liege-Guillemins,8800012,14:34:00,15:14:00,0 days 00:40:00.000000000,32,0,192,0,192,50.860526,4.3617870000000005,50.622959,5.571599
17,IXB,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,Aachen Hbf,8000001,15:14:00,15:36:00,0 days 00:22:00.000000000,11,0,203,16,187,50.622959,5.571599,50.768094,6.0908760000000015
17,IXB,Bruxelles-Midi,8800004,Aachen Hbf,8000001,Köln Hbf,8000207,15:39:00,16:15:00,0 days 00:36:00.000000000,18,16,205,72,133,50.768094,6.0908760000000015,50.94321400000001,6.958602000000001
17,IXB,Bruxelles-Midi,8800004,Köln Hbf,8000207,F-Flughafen Fernbf.,8070003,16:20:00,17:09:00,0 days 00:49:00.000000000,17,72,150,15,135,50.94321400000001,6.958602000000001,50.052885,8.569869
17,IXB,Bruxelles-Midi,8800004,F-Flughafen Fernbf.,8070003,Frankfurt(Main)Hbf,8000105,17:11:00,17:22:00,0 days 00:11:00.000000000,2,15,137,33,104,50.052885,8.569869,50.106529,8.662162
215,IXB,Bruxelles-Midi,8800004,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,16:16:00,16:25:00,0 days 00:09:00.000000000,85,0,85,0,85,50.836441,4.334788,50.860526,4.3617870000000005
215,IXB,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,Liege-Guillemins,8800012,16:25:00,17:14:00,0 days 00:49:00.000000000,30,0,115,0,115,50.860526,4.3617870000000005,50.622959,5.571599
215,IXB,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,Aachen Hbf,8000001,17:14:00,17:36:00,0 days 00:22:00.000000000,15,0,130,5,125,50.622959,5.571599,50.768094,6.0908760000000015
215,IXB,Bruxelles-Midi,8800004,Aachen Hbf,8000001,Köln Hbf,8000207,17:39:00,18:15:00,0 days 00:36:00.000000000,45,5,170,45,125,50.768094,6.0908760000000015,50.94321400000001,6.958602000000001
215,IXB,Bruxelles-Midi,8800004,Köln Hbf,8000207,F-Flughafen Fernbf.,8070003,18:19:00,19:09:00,0 days 00:50:00.000000000,96,45,221,19,202,50.94321400000001,6.958602000000001,50.052885,8.569869
215,IXB,Bruxelles-Midi,8800004,F-Flughafen Fernbf.,8070003,Frankfurt(Main)Hbf,8000105,19:09:00,19:25:00,0 days 00:16:00.000000000,0,19,202,64,138,50.052885,8.569869,50.106529,8.662162
19,IXB,Bruxelles-Midi,8800004,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,18:25:00,18:34:00,0 days 00:09:00.000000000,139,0,139,0,139,50.836441,4.334788,50.860526,4.3617870000000005
19,IXB,Bruxelles-Midi,8800004,Bruxelles-Nord,8800002,Liege-Guillemins,8800012,18:34:00,19:14:00,0 days 00:40:00.000000000,41,0,180,0,180,50.860526,4.3617870000000005,50.622959,5.571599
19,IXB,Bruxelles-Midi,8800004,Liege-Guillemins,8800012,Aachen Hbf,8000001,19:14:00,19:36:00,0 days 00:22:00.000000000,4,0,184,24,160,50.622959,5.571599,50.768094,6.0908760000000015
19,IXB,Bruxelles-Midi,8800004,Aachen Hbf,8000001,Köln Hbf,8000207,19:39:00,20:15:00,0 days 00:36:00.000000000,7,24,167,58,109,50.768094,6.0908760000000015,50.94321400000001,6.958602000000001
19,IXB,Bruxelles-Midi,8800004,Köln Hbf,8000207,F-Flughafen Fernbf.,8070003,20:28:00,21:16:00,0 days 00:48:00.000000000,20,58,129,8,121,50.94321400000001,6.958602000000001,50.052885,8.569869
19,IXB,Bruxelles-Midi,8800004,F-Flughafen Fernbf.,8070003,Frankfurt(Main)Hbf,8000105,21:16:00,21:30:00,0 days 00:14:00.000000000,0,8,121,50,71,50.052885,8.569869,50.106529,8.662162
18,IXB,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,06:29:00,06:43:00,0 days 00:14:00.000000000,26,0,26,0,26,50.106529,8.662162,50.052885,8.569869
18,IXB,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,Köln/Bonn Flughafen,8003330,06:43:00,07:26:00,0 days 00:43:00.000000000,6,0,32,6,26,50.052885,8.569869,50.8707168,7.140734399999928
18,IXB,Frankfurt(Main)Hbf,8000105,Köln/Bonn Flughafen,8003330,Köln Hbf,8000207,07:26:00,07:39:00,0 days 00:13:00.000000000,0,6,26,14,12,50.8707168,7.140734399999928,50.94321400000001,6.958602000000001
18,IXB,Frankfurt(Main)Hbf,8000105,Köln Hbf,8000207,Aachen Hbf,8000001,07:43:00,08:16:00,0 days 00:33:00.000000000,36,14,48,4,44,50.94321400000001,6.958602000000001,50.768094,6.0908760000000015
18,IXB,Frankfurt(Main)Hbf,8000105,Aachen Hbf,8000001,Liege-Guillemins,8800012,08:21:00,08:44:00,0 days 00:23:00.000000000,5,4,49,6,43,50.768094,6.0908760000000015,50.622959,5.571599
18,IXB,Frankfurt(Main)Hbf,8000105,Liege-Guillemins,8800012,Bruxelles-Nord,8800002,08:44:00,09:26:00,0 days 00:42:00.000000000,0,6,43,19,24,50.622959,5.571599,50.860526,4.3617870000000005
18,IXB,Frankfurt(Main)Hbf,8000105,Bruxelles-Nord,8800002,Bruxelles-Midi,8800004,09:26:00,09:35:00,0 days 00:09:00.000000000,0,19,24,53,-29,50.860526,4.3617870000000005,50.836441,4.334788
214,IXB,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,08:16:00,08:29:00,0 days 00:13:00.000000000,71,0,71,2,69,50.106529,8.662162,50.052885,8.569869
214,IXB,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,Limburg Süd,8003680,08:31:00,08:48:00,0 days 00:17:00.000000000,55,2,124,2,122,50.052885,8.569869,50.382325,8.095813
214,IXB,Frankfurt(Main)Hbf,8000105,Limburg Süd,8003680,Montabaur,8000667,08:50:00,08:59:00,0 days 00:09:00.000000000,13,2,135,4,131,50.382325,8.095813,50.435839,7.8257949999999985
214,IXB,Frankfurt(Main)Hbf,8000105,Montabaur,8000667,Siegburg/Bonn,8005556,09:01:00,09:19:00,0 days 00:18:00.000000000,16,4,147,32,115,50.435839,7.8257949999999985,50.7998473,7.207451400000001
214,IXB,Frankfurt(Main)Hbf,8000105,Siegburg/Bonn,8005556,Köln Hbf,8000207,09:21:00,09:39:00,0 days 00:18:00.000000000,1,32,116,71,45,50.7998473,7.207451400000001,50.94321400000001,6.958602000000001
214,IXB,Frankfurt(Main)Hbf,8000105,Köln Hbf,8000207,Aachen Hbf,8000001,09:43:00,10:16:00,0 days 00:33:00.000000000,47,71,92,17,75,50.94321400000001,6.958602000000001,50.768094,6.0908760000000015
214,IXB,Frankfurt(Main)Hbf,8000105,Aachen Hbf,8000001,Liege-Guillemins,8800012,10:21:00,10:44:00,0 days 00:23:00.000000000,5,17,80,1,79,50.768094,6.0908760000000015,50.622959,5.571599
214,IXB,Frankfurt(Main)Hbf,8000105,Liege-Guillemins,8800012,Bruxelles-Nord,8800002,10:44:00,11:26:00,0 days 00:42:00.000000000,0,1,79,20,59,50.622959,5.571599,50.860526,4.3617870000000005
214,IXB,Frankfurt(Main)Hbf,8000105,Bruxelles-Nord,8800002,Bruxelles-Midi,8800004,11:26:00,11:35:00,0 days 00:09:00.000000000,0,20,59,67,-8,50.860526,4.3617870000000005,50.836441,4.334788
16,IXB,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,10:29:00,10:43:00,0 days 00:14:00.000000000,82,0,82,0,82,50.106529,8.662162,50.052885,8.569869
16,IXB,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,Köln Hbf,8000207,10:43:00,11:33:00,0 days 00:50:00.000000000,17,0,99,20,79,50.052885,8.569869,50.94321400000001,6.958602000000001
16,IXB,Frankfurt(Main)Hbf,8000105,Köln Hbf,8000207,Aachen Hbf,8000001,11:43:00,12:16:00,0 days 00:33:00.000000000,68,20,147,29,118,50.94321400000001,6.958602000000001,50.768094,6.0908760000000015
16,IXB,Frankfurt(Main)Hbf,8000105,Aachen Hbf,8000001,Liege-Guillemins,8800012,12:21:00,12:44:00,0 days 00:23:00.000000000,6,29,124,7,117,50.768094,6.0908760000000015,50.622959,5.571599
16,IXB,Frankfurt(Main)Hbf,8000105,Liege-Guillemins,8800012,Bruxelles-Nord,8800002,12:44:00,13:26:00,0 days 00:42:00.000000000,0,7,117,27,90,50.622959,5.571599,50.860526,4.3617870000000005
16,IXB,Frankfurt(Main)Hbf,8000105,Bruxelles-Nord,8800002,Bruxelles-Midi,8800004,13:26:00,13:35:00,0 days 00:09:00.000000000,0,27,90,130,-40,50.860526,4.3617870000000005,50.836441,4.334788
14,IXB,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,14:29:00,14:43:00,0 days 00:14:00.000000000,44,0,44,0,44,50.106529,8.662162,50.052885,8.569869
14,IXB,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,Köln Hbf,8000207,14:43:00,15:33:00,0 days 00:50:00.000000000,23,0,67,28,39,50.052885,8.569869,50.94321400000001,6.958602000000001
14,IXB,Frankfurt(Main)Hbf,8000105,Köln Hbf,8000207,Aachen Hbf,8000001,15:42:00,16:16:00,0 days 00:34:00.000000000,49,28,88,42,46,50.94321400000001,6.958602000000001,50.768094,6.0908760000000015
14,IXB,Frankfurt(Main)Hbf,8000105,Aachen Hbf,8000001,Liege-Guillemins,8800012,16:21:00,16:44:00,0 days 00:23:00.000000000,17,42,63,17,46,50.768094,6.0908760000000015,50.622959,5.571599
14,IXB,Frankfurt(Main)Hbf,8000105,Liege-Guillemins,8800012,Bruxelles-Nord,8800002,16:44:00,17:26:00,0 days 00:42:00.000000000,0,17,46,45,1,50.622959,5.571599,50.860526,4.3617870000000005
14,IXB,Frankfurt(Main)Hbf,8000105,Bruxelles-Nord,8800002,Bruxelles-Midi,8800004,17:26:00,17:35:00,0 days 00:09:00.000000000,0,45,1,103,-102,50.860526,4.3617870000000005,50.836441,4.334788
10,IXB,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,18:29:00,18:43:00,0 days 00:14:00.000000000,43,0,43,0,43,50.106529,8.662162,50.052885,8.569869
10,IXB,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,Siegburg/Bonn,8005556,18:43:00,19:20:00,0 days 00:37:00.000000000,6,0,49,8,41,50.052885,8.569869,50.7998473,7.207451400000001
10,IXB,Frankfurt(Main)Hbf,8000105,Siegburg/Bonn,8005556,Köln Hbf,8000207,19:20:00,19:39:00,0 days 00:19:00.000000000,0,8,41,14,27,50.7998473,7.207451400000001,50.94321400000001,6.958602000000001
10,IXB,Frankfurt(Main)Hbf,8000105,Köln Hbf,8000207,Aachen Hbf,8000001,19:43:00,20:16:00,0 days 00:33:00.000000000,61,14,88,16,72,50.94321400000001,6.958602000000001,50.768094,6.0908760000000015
10,IXB,Frankfurt(Main)Hbf,8000105,Aachen Hbf,8000001,Liege-Guillemins,8800012,20:21:00,20:44:00,0 days 00:23:00.000000000,6,16,78,11,67,50.768094,6.0908760000000015,50.622959,5.571599
10,IXB,Frankfurt(Main)Hbf,8000105,Liege-Guillemins,8800012,Bruxelles-Nord,8800002,20:44:00,21:26:00,0 days 00:42:00.000000000,0,11,67,18,49,50.622959,5.571599,50.860526,4.3617870000000005
10,IXB,Frankfurt(Main)Hbf,8000105,Bruxelles-Nord,8800002,Bruxelles-Midi,8800004,21:26:00,21:35:00,0 days 00:09:00.000000000,0,18,49,69,-20,50.860526,4.3617870000000005,50.836441,4.334788
2020,IC,Frankfurt(Main)Hbf,8000105,Mainz Hbf,8000240,Bingen(Rhein) Hbf,8000039,00:01:00,00:18:00,0 days 00:17:00.000000000,6,0,6,0,6,49.99286170000001,8.2472526,49.968538,7.884202
2020,IC,Frankfurt(Main)Hbf,8000105,Bingen(Rhein) Hbf,8000039,Boppard Hbf,8000045,00:18:00,00:41:00,0 days 00:23:00.000000000,6,0,12,1,11,49.968538,7.884202,50.2311996,7.58853
2020,IC,Frankfurt(Main)Hbf,8000105,Boppard Hbf,8000045,Koblenz Hbf,8000206,00:41:00,00:56:00,0 days 00:15:00.000000000,0,1,11,14,-3,50.2311996,7.58853,50.350161,7.589478999999999
2020,IC,Frankfurt(Main)Hbf,8000105,Koblenz Hbf,8000206,Andernach,8000331,00:58:00,01:08:00,0 days 00:10:00.000000000,2,14,-1,1,-2,50.350161,7.589478999999999,50.426057,7.4086636
2020,IC,Frankfurt(Main)Hbf,8000105,Andernach,8000331,Bonn Hbf,8000044,01:10:00,01:36:00,0 days 00:26:00.000000000,1,1,-1,6,-7,50.426057,7.4086636,50.736334,7.096032000000001
2020,IC,Frankfurt(Main)Hbf,8000105,Bonn Hbf,8000044,Köln Hbf,8000207,01:38:00,01:59:00,0 days 00:21:00.000000000,7,6,0,2,-2,50.736334,7.096032000000001,50.94321400000001,6.958602000000001
2020,IC,Frankfurt(Main)Hbf,8000105,Köln Hbf,8000207,Düsseldorf Hbf,8000085,02:13:00,02:34:00,0 days 00:21:00.000000000,6,2,4,8,-4,50.94321400000001,6.958602000000001,51.22022570000001,6.793006300000003
2020,IC,Frankfurt(Main)Hbf,8000105,Düsseldorf Hbf,8000085,Düsseldorf Flugh.,8000082,02:36:00,02:41:00,0 days 00:05:00.000000000,6,8,2,16,-14,51.22022570000001,6.793006300000003,51.287615,6.766791
2020,IC,Frankfurt(Main)Hbf,8000105,Düsseldorf Flugh.,8000082,Duisburg Hbf,8000086,02:43:00,02:51:00,0 days 00:08:00.000000000,1,16,-13,1,-14,51.287615,6.766791,51.429554,6.777097
2020,IC,Frankfurt(Main)Hbf,8000105,Duisburg Hbf,8000086,Essen Hbf,8000098,02:52:00,03:09:00,0 days 00:17:00.000000000,4,1,-10,0,-10,51.429554,6.777097,51.45041,7.012874000000001
2020,IC,Frankfurt(Main)Hbf,8000105,Essen Hbf,8000098,Dortmund Hbf,8000080,03:09:00,03:29:00,0 days 00:20:00.000000000,1,0,-9,2,-11,51.45041,7.012874000000001,51.517251,7.459178
2020,IC,Frankfurt(Main)Hbf,8000105,Dortmund Hbf,8000080,Hamm(Westf),8000149,03:32:00,03:51:00,0 days 00:19:00.000000000,9,2,-2,1,-3,51.517251,7.459178,51.6738583,7.815981599999987
2020,IC,Frankfurt(Main)Hbf,8000105,Hamm(Westf),8000149,Münster(Westf)Hbf,8000263,03:51:00,04:15:00,0 days 00:24:00.000000000,0,1,-3,6,-9,51.6738583,7.815981599999987,51.956655,7.634636
2020,IC,Frankfurt(Main)Hbf,8000105,Münster(Westf)Hbf,8000263,Osnabrück Hbf,8000294,04:15:00,04:46:00,0 days 00:31:00.000000000,0,6,-9,4,-13,51.956655,7.634636,52.27329,8.059181
2020,IC,Frankfurt(Main)Hbf,8000105,Osnabrück Hbf,8000294,Diepholz,8001443,04:46:00,05:21:00,0 days 00:35:00.000000000,0,4,-13,0,-13,52.27329,8.059181,52.60564599999999,8.370788000000001
2020,IC,Frankfurt(Main)Hbf,8000105,Diepholz,8001443,Bremen Hbf,8000050,05:21:00,05:52:00,0 days 00:31:00.000000000,1,0,-12,9,-21,52.60564599999999,8.370788000000001,53.08234399999999,8.812895
2020,IC,Frankfurt(Main)Hbf,8000105,Bremen Hbf,8000050,Hamburg-Harburg,8000147,05:55:00,06:39:00,0 days 00:44:00.000000000,5,9,-16,7,-23,53.08234399999999,8.812895,53.460779,9.983418
2020,IC,Frankfurt(Main)Hbf,8000105,Hamburg-Harburg,8000147,Hamburg Hbf,8002549,06:39:00,06:51:00,0 days 00:12:00.000000000,0,7,-23,38,-61,53.460779,9.983418,53.558085,10.011979
2020,IC,Frankfurt(Main)Hbf,8000105,Hamburg Hbf,8002549,Hamburg Dammtor,8002548,06:51:00,06:57:00,0 days 00:06:00.000000000,0,38,-61,1,-62,53.558085,10.011979,53.560754,9.991047
2020,IC,Frankfurt(Main)Hbf,8000105,Hamburg Dammtor,8002548,Hamburg-Altona,8002553,06:57:00,07:06:00,0 days 00:09:00.000000000,0,1,-62,3,-65,53.560754,9.991047,53.57916,9.8745558
2020,IC,Frankfurt(Main)Hbf,8000105,Hamburg-Altona,8002553,Frankfurt(Main)Hbf,8000105,07:06:00,23:24:00,0 days 16:18:00.000000000,0,3,-65,0,-65,53.57916,9.8745558,50.106529,8.662162
2020,IC,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,23:24:00,23:39:00,0 days 00:15:00.000000000,7,0,-58,0,-58,50.106529,8.662162,50.052885,8.569869
2020,IC,Frankfurt(Main)Hbf,8000105,F-Flughafen Fernbf.,8070003,Mainz Hbf,8000240,23:39:00,23:59:00,0 days 00:20:00.000000000,1,0,-57,1,-58,50.052885,8.569869,49.99286170000001,8.2472526
21,ICE,Frankfurt(Main)Hbf,8000105,Frankfurt(Main)Hbf,8000105,Hanau Hbf,8000150,06:21:00,06:38:00,0 days 00:17:00.000000000,44,0,44,0,44,50.106529,8.662162,50.121433,8.929889
21,ICE,Frankfurt(Main)Hbf,8000105,Hanau Hbf,8000150,Aschaffenburg Hbf,8000010,06:38:00,06:52:00,0 days 00:14:00.000000000,6,0,50,0,50,50.121433,8.929889,49.980129,9.14357
21,ICE,Frankfurt(Main)Hbf,8000105,Aschaffenburg Hbf,8000010,Würzburg Hbf,8000260,06:52:00,07:31:00,0 days 00:39:00.000000000,11,0,61,4,57,49.980129,9.14357,49.80128,9.936672
21,ICE,Frankfurt(Main)Hbf,8000105,Würzburg Hbf,8000260,Nürnberg Hbf,8000284,07:33:00,08:27:00,0 days 00:54:00.000000000,11,4,68,7,61,49.80128,9.936672,49.445582,11.082532
21,ICE,Frankfurt(Main)Hbf,8000105,Nürnberg Hbf,8000284,Regensburg Hbf,8000309,08:30:00,09:25:00,0 days 00:55:00.000000000,39,7,100,27,73,49.445582,11.082532,49.012343,12.098753
21,ICE,Frankfurt(Main)Hbf,8000105,Regensburg Hbf,8000309,Plattling,8000301,09:27:00,09:58:00,0 days 00:31:00.000000000,23,27,96,6,90,49.012343,12.098753,48.780607,12.869036
21,ICE,Frankfurt(Main)Hbf,8000105,Plattling,8000301,Passau Hbf,8000298,10:00:00,10:34:00,0 days 00:34:00.000000000,4,6,94,27,67,48.780607,12.869036,48.574088,13.450819
21,ICE,Frankfurt(Main)Hbf,8000105,Passau Hbf,8000298,Linz Hbf,8100013,10:34:00,11:43:00,0 days 01:09:00.000000000,0,27,67,5,62,48.574088,13.450819,48.296847,14.31715
21,ICE,Frankfurt(Main)Hbf,8000105,Linz Hbf,8100013,St.Pölten Hbf,8100008,11:43:00,12:37:00,0 days 00:54:00.000000000,0,5,62,1,61,48.296847,14.31715,48.205434,15.618343
