,Name,Window_size,para
0,Mach,360.0,2.6
1,Whlsl,360.0,2.6
2,BusSv,360.0,2.6
3,Gold,360.0,0.0001
4,Smoke,360.0,2.6
5,Soda,360.0,2.6
