,Name,Window_size,para
0,Mach,120.0,0.0009000000000000001
1,Whlsl,120.0,0.0009000000000000001
2,BusSv,120.0,0.0009000000000000001
3,Gold,120.0,0.0009000000000000001
4,Smoke,120.0,0.0009000000000000001
5,Soda,120.0,0.0009000000000000001
