,Name,Window_size,para
0,Mach,360.0,0.0009000000000000001
1,Whlsl,360.0,0.0009000000000000001
2,BusSv,360.0,0.0009000000000000001
3,Gold,360.0,0.0009000000000000001
4,Smoke,360.0,0.0009000000000000001
5,Soda,360.0,0.0009000000000000001
