Ind,knn_lag1,knn_lag10,knn_lag5,knn_lasso_lag1,knn_lasso_lag10,knn_lasso_lag5,knn_rf_lag1,knn_rf_lag10,knn_rf_lag5,lasso_lag1,lasso_lag10,lasso_lag5,rf_lag1,rf_lag10,rf_lag5,svm_lag1,svm_lag10,svm_lag5,svm_lasso_lag1,svm_lasso_lag10,svm_lasso_lag5,svm_rf_lag1,svm_rf_lag10,svm_rf_lag5
BusSv,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734,0.49782593767848066,0.4934787068969694,0.4942158129855734
Gold,3.3498567522320792,3.7301361758689024,3.347338035485283,8.049621903336613,3.7301361758689024,3.347338035485283,8.049621903336613,3.7301361758689024,3.347338035485283,3.3498567522320792,3.3341631381921903,3.347338035485283,3.3498567522320792,3.3341631381921903,3.347338035485283,3.3498567522320792,3.3341631381921903,3.347338035485283,3.3498567522320792,3.3341631381921903,3.347338035485283,3.3498567522320792,3.3341631381921903,3.347338035485283
Mach,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886,0.9323822766421176,0.9138472680457667,0.9165192062275886
Smoke,1.0775888930823043,1.079913037593157,1.362542680828779,1.7086332368453676,1.079913037593157,1.362542680828779,1.0775888930823043,1.079913037593157,1.6855266319245492,1.0775888930823043,1.079913037593157,1.0796693725569324,1.7086332368453676,1.079913037593157,1.6855266319245492,1.0775888930823043,1.079913037593157,1.0796693725569324,1.0775888930823043,1.079913037593157,1.0796693725569324,1.0775888930823043,1.079913037593157,1.0796693725569324
Soda,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076,1.217074834126835,1.217483477342809,1.2167653639238076
Whlsl,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793,0.6344419062217694,0.6268741751013972,0.6281970262712793
